pregunta_normalizada,final_pregunta_isAcusatoria
al presentar muestra de todos los productos estan poniendo a los proveedores en situacion de haceruna inversion y ademas muy alta y es solamente para participar el soce esta diseniado para lograruna amplia participacion nacional con la exigencia de presentar muestras va a lograr que exista unsolo participante y ademas local como proveedores estariamos pagando un derecho de participacion muy alto y solamente para participar en la calificacion si ustedes revisan invitaciones similaresen el soce van a encontrar que no exijen este requisito solamente catalogo deberian poner comorequisito presentar catalogo por favor contestar con argumento y no con lo de siempre remitirsea los pliegos gracias por favor aclarar este punto,1
buenas tardes porque limitan la participacion de las empresas solicitando que la oficina matriz seencuentre en la amazonia cuando hay empresas que tienen la matriz en otras regiones pero cuentancon sucursales en la amazonia por favor considerar este requisito y adicional porque solicitan queno se tengan deudas pendientes con ant cuando deberia ser con el iess sri y super de companias gracias por favor aclarar este punto,1
senores como es posible que el concurso salga el nov y soliciten oferta para el nov esta daque pensar es imposible preparar una oferta tecnica en dias a no ser que ya este dirigido elconcurso por favor aclarar este punto,1
cordial saludo en los tdr y pliegos del proceso estan solicitando de manera obligatoria certificacionesasse y donde el objeto de contratacion es el suministro de gases medicinales paraatencion de pacientes covid donde los unicos documentos deben ser los permisos defuncionamiento registro sanitarios bpm y certificaciones inen que avalan la calidad del producto adicionalmente solicitar certificado internacionales de manera obligatoria va en contra del art no de las buenas practicas de contratacion publica puesto que esto favorece a empresasmultinacionales que tienen los recursos para obtener dichas certificaciones e iendo en contra deltrato igualitario equitativo y transparente acordel art no de la losncp por todo lo antesmencionado solicitamos que se elimine dicho requerimiento el cual en procesos anteriores ustedes yalo han desestimado permitiendo una transparencia en el proceso caso contrario se hara el reclamo alsercop para dar de baja el proceso por favor aclarar este punto,1
este proceso ya salio y la entidad llamo a negociar sera que se encuentra direccionado para elmismo oferente llamaran otra vez a negociar por favor aclarar este punto,1
exigimos no se solicite un certificado emitido por fabrica ya que con esto se esta violando losarticos y de las losncp principios y objetivos del sistema respectiva no los cuales indican quepara la aplicacion de esta ley y los contratos que de ella deriven se observaran los principiosde legalidad trato justo igualdad transparencia senor gerente o responsables del procesonecesitamos que el mismo sea abierto y den la oportunidad de participar esta muy dirigido al pedircertificado de fabrica puede ser de un distribuidor autorizado es suficiente por favor aclarar este punto,1
esta vez si van a calificar bien por favor aclarar este punto,1
el presupuesto referencial de este producto es muy bajo lo que no permitira que muchos laboratorios puedan participar en la mayoria de procesos por favor aclarar este punto,1
senores buenas tardes no se porque hacen el show de presentar estas invitaciones si ya se quien vaa ganar esta licitacion es a la que ya mandaron hacer la primera vez deberian ser serios yrealizar la negociacon en forma directa y no ilucionar a los pobres proveedores que inviertentiempo y dinero para tratar de participar y el rato del te se lleba el contrato la misma empresa queustedes escoguieron gracias porfabor no juegen con las personas o creen que en tres dias se puedenpresentar todas las muestras que piden o sera que ya esta amarrado o aun peor ya estaranconfeccionando el pedido por favor aclarar este punto,1
cordial saludo senores gad del distrito metropolitano de quito para la seccion controladorainalambrica seccion software de gestion a que hace referencia el parametro mapas internos yexternos esta es una especificacion direccionada al fabricante ruckus por favor confirmar siesta sera considerada como opcional a fin de que otros fabricantes puedan participar para queeste sea un proceso transparente legal con igualdad de condiciones para todos los oferentes por favor aclarar este punto,1
para finalizar espero que tomen en cuenta todas estas sugerencias ustedes senores funcionarios encargados de hacer los pliegos para las subastas electronicas deben cuidar los intereses delministerio y no de particulares ya que como actualmente estan realizando los procesos esoparece pongan tiempos correctos de entrega segun los trabajos gracias por suatencion por favor aclarar este punto,1
buen dia estimada insitucion por favor se necesita que se reciba a todos los proveedores nacionaleslocales ya que las especificaciones tecnicas estan sumamente direccionadas a una marca y fabrica espero se pueda contemplar esto para que sea el derecho por igual para todos los oferentes quedeseen participar de este proceso como lo menciona la ley de contratacion publica articulo para la aplicacion de esta ley y de los contratos que de ella deriven se observaran losprincipios de legalidad trato justo igualdad calidad vigencia tecnologica oportunidad concurrencia transparencia publicidad y participacion nacional por favor aclarar este punto,1
saludos cordiales en el pliego no estan especificando las caracteristicas de los vehiculos paralos cuales requieren los repuestos ni las descripciones de los mismos tampoco cantidades esnecesario esta informacion de otra manera solo la persona que les dio el presupuesto referencialtiene la opcion de participar por favor aclarar este punto,1
esta vez si van a calificar bien por favor aclarar este punto,1
pregunto es necesario que la experiencia sera en construccion de carriles de metros es unaobra civil para pistas deportivas si nuestra compania tiene experiencia en construccion de canchasdeportivas acaso no podremos construir este proyecto esto sera consultado a sercop dado que no meparece que la diferencia entre estos proyectos tenga un criterio sustentado por favor aclarar este punto,1
senores no sean irresponsables con la convocatoria como van a ofertar el puesto de horas que creen que como fvi estaba dando servicio para ese puesto uds creen que es un valorjusto no senores ese valor es irresponsable de parte de uds en el mercado hay empresas seriasque si cumplen con las obligaciones y lo peor es que para este proceso existiran empresasirresponsables que participaran y ganaran con precios aun mas bajo sin importarle los beneficiosde sus empleados les indico que deben reestructurar el tiempo cantidad de puestos opresupuesto xq este proceso va a ser notificado a contraloria y presidencia de la republica por favor aclarar este punto,1
supervisores y vigilantes certificado de capacitacion del personal o guardias de la empresaoferente curso de capacitacion para vigilantes de centros medicos y hospitalarios avalado porla afeme asociacion de facultades ecuatoriana de ciencias medicas y de la salud favor eliminareste requisito que no es normando ni exigido por la maxima autoridad del ministerio del interiorunicamente es exigido el curso de guardia profesional en caso de no elminar este requisito sereportara al comite de gestion de etica antisoborno creada por el sercop para imponer sancionesa los miembros de la comision tecnica por favor aclarar este punto,1
por que todo el mundo ve este tipo de concuros y sabiendo que proveedores honestos no vamos atener medidores en stock con un numero preasignado por ustedes y peor con el logo nuestro ecuador esta punteando los primeros lugares de corrupcion en el mundo solicito que amplien el plazo a dias por favor aclarar este punto,1
realmente este proceso es impresionante por el extremo de las salidas de escape que ponen para quenadie envie ofertas primero el cero anticipo en esta cantidad alta do el tiempo dias comoque fabricar un mueble a medida fuera pan ro al subir los archivos principales bien para que no seabran no hay justificacion por el cierre del ano en vista que el ministerio de economiapagara hasta el de diciembre y el anticipo no retrasa mas de horas que se demora enentregar las garantias bueno ya es la etica de cada individuo solo les llamo a la reflexionpor favor corrigan ese error por favor aclarar este punto,1
senores no deberian montar en compras publicas a nivel nacional si requieren respuesta en horastiene que ser solo empresasa de esmeraldas por que de afuera no se puede cumplir con eserequerimiento imposible por favor aclarar este punto,1
el presupuesto referencial de este producto es muy bajo lo que no permitira que muchos laboratorios puedan participar en la mayoria de procesos por favor aclarar este punto,1
solo sus amigos podran entregr en dias los meidores nuevamente se dan vicios eestos procesosaunque parecia qu con las nuevas autoridades ya se elimino solicitamos ampliacion a dias por favor aclarar este punto,1
