contract_id,pregunta_id,pregunta,sum_pregunta_isAcusatoria,final_pregunta_isAcusatoria
9000115,9900115,"Luego de revisar los documentos del proceso, se solicita revisar el formulario de oferta, pues evidencian un posible direccionamiento del proceso y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000116,9900116,"Con base en las condiciones establecidas, observamos que la ficha técnica no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000117,9900117,"Por medio de la presente, requerimos una aclaración sobre el requerimiento de equipos, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000118,9900118,"Estimados miembros de la entidad, solicitamos explicar por qué la ficha técnica se mantienen con esos parámetros, considerando que parecen diseñadas para restringir la libre concurrencia. Para evitar posibles restricciones a la competencia, pedimos una justificación técnica clara y verificable.",1,1
9000119,9900119,"Respecto al proceso de contratación, luego de analizar los requisitos de experiencia, identificamos que resultan excesivas y favorecen a quienes ya conocen el proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000120,9900120,"Estimados miembros de la entidad, consideramos que las medidas indicadas podrían excluir de forma arbitraria a empresas calificadas, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000121,9900121,"Por medio de la presente, se solicita revisar el plazo de entrega, pues generan una ventaja indebida para ciertos participantes y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000122,9900122,"Solicitamos respetuosamente, observamos que los requisitos de experiencia no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000123,9900123,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre la garantía solicitada, porque no guardan relación proporcional con el objeto del contrato. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000124,9900124,"En relación con el pliego publicado, solicitamos explicar por qué el cronograma del proceso se mantienen con esos parámetros, considerando que podrían beneficiar a empresas previamente determinadas. Para evitar posibles restricciones a la competencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000125,9900125,"Con base en las condiciones establecidas, luego de analizar el cronograma del proceso, identificamos que parecen diseñadas para restringir la libre concurrencia. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000126,9900126,"Estimados miembros de la entidad, consideramos que el cronograma del proceso no justifican técnicamente la exclusión de alternativas equivalentes, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000127,9900127,"Luego de revisar los documentos del proceso, se solicita revisar las condiciones del pliego, pues podrían beneficiar a empresas previamente determinadas y podría afectar la transparencia del procedimiento; en consecuencia, pedimos una justificación técnica clara y verificable.",1,1
9000128,9900128,"Solicitamos respetuosamente, observamos que la documentación solicitada no guardan relación proporcional con el objeto del contrato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000129,9900129,"En relación con el pliego publicado, requerimos una aclaración sobre las medidas indicadas, porque podrían vulnerar el principio de igualdad de trato. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000130,9900130,"Respecto al proceso de contratación, solicitamos explicar por qué el plazo de entrega se mantienen con esos parámetros, considerando que evidencian un posible direccionamiento del proceso. Para evitar posibles restricciones a la competencia, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000131,9900131,"En relación con el pliego publicado, luego de analizar la metodología de evaluación, identificamos que evidencian un posible direccionamiento del proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000132,9900132,"En relación con el pliego publicado, consideramos que el plazo de entrega no justifican técnicamente la exclusión de alternativas equivalentes, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000133,9900133,"Estimados señores, se solicita revisar la documentación solicitada, pues no guardan relación proporcional con el objeto del contrato y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000134,9900134,"Respecto al proceso de contratación, observamos que las medidas indicadas podrían excluir de forma arbitraria a empresas calificadas. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000135,9900135,"En relación con el pliego publicado, requerimos una aclaración sobre la documentación solicitada, porque no justifican técnicamente la exclusión de alternativas equivalentes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000136,9900136,"Estimados señores, solicitamos explicar por qué el formulario de oferta se mantienen con esos parámetros, considerando que parecen estar direccionadas a un proveedor específico. Para evitar posibles restricciones a la competencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000137,9900137,"Señores de la comisión técnica, luego de analizar el presupuesto referencial, identificamos que parecen ajustarse a características de un solo fabricante. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000138,9900138,"Solicitamos respetuosamente, consideramos que las especificaciones técnicas evidencian un posible direccionamiento del proceso, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000139,9900139,"Por medio de la presente, se solicita revisar el requerimiento de equipos, pues podrían vulnerar el principio de igualdad de trato y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000140,9900140,"Solicitamos respetuosamente, observamos que la garantía solicitada resultan excesivas y favorecen a quienes ya conocen el proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se elimine esta restricción del pliego.",1,1
9000141,9900141,"Por medio de la presente, requerimos una aclaración sobre las condiciones del pliego, porque evidencian un posible direccionamiento del proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000142,9900142,"Estimados miembros de la entidad, solicitamos explicar por qué la marca solicitada se mantienen con esos parámetros, considerando que evidencian un posible direccionamiento del proceso. Para evitar posibles restricciones a la competencia, solicitamos se aclare y se corrija este punto.",1,1
9000143,9900143,"Con base en las condiciones establecidas, luego de analizar el cronograma del proceso, identificamos que no guardan relación proporcional con el objeto del contrato. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos una justificación técnica clara y verificable.",1,1
9000144,9900144,"Con base en las condiciones establecidas, consideramos que la visita técnica obligatoria limitan injustificadamente la participación de otros oferentes, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000145,9900145,"Señores de la comisión técnica, se solicita revisar la metodología de evaluación, pues parecen ajustarse a características de un solo fabricante y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos se aclare y se corrija este punto.",1,1
9000146,9900146,"Luego de revisar los documentos del proceso, observamos que la ponderación de la oferta podrían vulnerar el principio de igualdad de trato. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000147,9900147,"Luego de revisar los documentos del proceso, requerimos una aclaración sobre las medidas indicadas, porque parecen estar direccionadas a un proveedor específico. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000148,9900148,"Señores de la comisión técnica, solicitamos explicar por qué la ponderación de la oferta se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000149,9900149,"En relación con el pliego publicado, luego de analizar la forma de evaluación, identificamos que resultan excesivas y favorecen a quienes ya conocen el proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000150,9900150,"Con base en las condiciones establecidas, consideramos que el formulario de oferta parecen ajustarse a características de un solo fabricante, puesto que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000151,9900151,"En relación con el pliego publicado, se solicita revisar la metodología de evaluación, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000152,9900152,"Señores de la comisión técnica, observamos que la documentación solicitada podrían beneficiar a empresas previamente determinadas. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000153,9900153,"Respecto al proceso de contratación, requerimos una aclaración sobre la metodología de evaluación, porque evidencian un posible direccionamiento del proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000154,9900154,"Estimados señores, solicitamos explicar por qué el requerimiento de equipos se mantienen con esos parámetros, considerando que no justifican técnicamente la exclusión de alternativas equivalentes. Para evitar posibles restricciones a la competencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000155,9900155,"Respecto al proceso de contratación, luego de analizar la calificación del personal técnico, identificamos que podrían excluir de forma arbitraria a empresas calificadas. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000156,9900156,"Estimados miembros de la entidad, consideramos que las condiciones del pliego resultan excesivas y favorecen a quienes ya conocen el proceso, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000157,9900157,"Estimados señores, se solicita revisar la ficha técnica, pues generan una ventaja indebida para ciertos participantes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000158,9900158,"En relación con el pliego publicado, observamos que el requerimiento de equipos crean condiciones desiguales para los oferentes. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos una justificación técnica clara y verificable.",1,1
9000159,9900159,"Respecto al proceso de contratación, requerimos una aclaración sobre la garantía solicitada, porque parecen ajustarse a características de un solo fabricante. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000160,9900160,"Estimados miembros de la entidad, solicitamos explicar por qué la visita técnica obligatoria se mantienen con esos parámetros, considerando que no guardan relación proporcional con el objeto del contrato. Para evitar posibles restricciones a la competencia, pedimos una justificación técnica clara y verificable.",1,1
9000161,9900161,"Con base en las condiciones establecidas, luego de analizar las certificaciones exigidas, identificamos que parecen diseñadas para restringir la libre concurrencia. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000162,9900162,"A la comisión encargada del proceso, consideramos que la ponderación de la oferta resultan excesivas y favorecen a quienes ya conocen el proceso, considerando que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000163,9900163,"A la comisión encargada del proceso, se solicita revisar la garantía solicitada, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000164,9900164,"Solicitamos respetuosamente, observamos que la marca solicitada resultan excesivas y favorecen a quienes ya conocen el proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos una justificación técnica clara y verificable.",1,1
9000165,9900165,"Señores de la comisión técnica, requerimos una aclaración sobre el formulario de oferta, porque parecen ajustarse a características de un solo fabricante. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000166,9900166,"Solicitamos respetuosamente, solicitamos explicar por qué el requerimiento de equipos se mantienen con esos parámetros, considerando que no permiten una competencia transparente entre proveedores. Para evitar posibles restricciones a la competencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000167,9900167,"Con base en las condiciones establecidas, luego de analizar el objeto de contratación, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos una justificación técnica clara y verificable.",1,1
9000168,9900168,"Solicitamos respetuosamente, consideramos que las certificaciones exigidas favorecen claramente a una marca determinada, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se elimine esta restricción del pliego.",1,1
9000169,9900169,"Luego de revisar los documentos del proceso, se solicita revisar el plazo de entrega, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos se aclare y se corrija este punto.",1,1
9000170,9900170,"Luego de revisar los documentos del proceso, observamos que el objeto de contratación resultan excesivas y favorecen a quienes ya conocen el proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000171,9900171,"Señores de la comisión técnica, requerimos una aclaración sobre las especificaciones técnicas, porque evidencian un posible direccionamiento del proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000172,9900172,"Respecto al proceso de contratación, solicitamos explicar por qué la garantía solicitada se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000173,9900173,"Estimados miembros de la entidad, luego de analizar el requerimiento de equipos, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000174,9900174,"Respecto al proceso de contratación, consideramos que los requisitos de experiencia evidencian un posible direccionamiento del proceso, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos se aclare y se corrija este punto.",1,1
9000175,9900175,"Por medio de la presente, se solicita revisar la metodología de evaluación, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000176,9900176,"Señores de la comisión técnica, observamos que el formulario de oferta parecen ajustarse a características de un solo fabricante. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000177,9900177,"Con base en las condiciones establecidas, requerimos una aclaración sobre las condiciones del pliego, porque generan una ventaja indebida para ciertos participantes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000178,9900178,"Respecto al proceso de contratación, solicitamos explicar por qué la garantía solicitada se mantienen con esos parámetros, considerando que no permiten una competencia transparente entre proveedores. Para evitar posibles restricciones a la competencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000179,9900179,"Estimados miembros de la entidad, luego de analizar la metodología de evaluación, identificamos que evidencian un posible direccionamiento del proceso. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos se aclare y se corrija este punto.",1,1
9000180,9900180,"Señores de la comisión técnica, consideramos que la calificación del personal técnico podrían vulnerar el principio de igualdad de trato, considerando que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos una justificación técnica clara y verificable.",1,1
9000181,9900181,"Señores de la comisión técnica, se solicita revisar la forma de evaluación, pues generan una ventaja indebida para ciertos participantes y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000182,9900182,"Señores de la comisión técnica, observamos que la forma de evaluación parecen estar direccionadas a un proveedor específico. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000183,9900183,"Con base en las condiciones establecidas, requerimos una aclaración sobre el requerimiento de equipos, porque no permiten una competencia transparente entre proveedores. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000184,9900184,"Estimados miembros de la entidad, solicitamos explicar por qué el objeto de contratación se mantienen con esos parámetros, considerando que resultan excesivas y favorecen a quienes ya conocen el proceso. Para evitar posibles restricciones a la competencia, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000185,9900185,"Solicitamos respetuosamente, luego de analizar la documentación solicitada, identificamos que parecen ajustarse a características de un solo fabricante. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000186,9900186,"En relación con el pliego publicado, consideramos que la marca solicitada crean condiciones desiguales para los oferentes, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos una justificación técnica clara y verificable.",1,1
9000187,9900187,"Estimados miembros de la entidad, se solicita revisar el plazo de entrega, pues limitan injustificadamente la participación de otros oferentes y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos se aclare y se corrija este punto.",1,1
9000188,9900188,"Estimados miembros de la entidad, observamos que las condiciones del pliego resultan excesivas y favorecen a quienes ya conocen el proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000189,9900189,"Respecto al proceso de contratación, requerimos una aclaración sobre la marca solicitada, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000190,9900190,"Estimados miembros de la entidad, solicitamos explicar por qué la ficha técnica se mantienen con esos parámetros, considerando que crean condiciones desiguales para los oferentes. Para evitar posibles restricciones a la competencia, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000191,9900191,"Señores de la comisión técnica, luego de analizar las condiciones del pliego, identificamos que parecen estar direccionadas a un proveedor específico. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000192,9900192,"Con base en las condiciones establecidas, consideramos que la documentación solicitada parecen estar direccionadas a un proveedor específico, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000193,9900193,"Con base en las condiciones establecidas, se solicita revisar la metodología de evaluación, pues parecen estar direccionadas a un proveedor específico y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000194,9900194,"Estimados señores, observamos que la forma de evaluación parecen diseñadas para restringir la libre concurrencia. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000195,9900195,"Estimados miembros de la entidad, requerimos una aclaración sobre la forma de evaluación, porque evidencian un posible direccionamiento del proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000196,9900196,"Señores de la comisión técnica, solicitamos explicar por qué el requerimiento de equipos se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000197,9900197,"A la comisión encargada del proceso, luego de analizar la marca solicitada, identificamos que no justifican técnicamente la exclusión de alternativas equivalentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000198,9900198,"En relación con el pliego publicado, consideramos que el requerimiento de equipos no permiten una competencia transparente entre proveedores, en vista de que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000199,9900199,"Estimados señores, se solicita revisar la garantía solicitada, pues limitan injustificadamente la participación de otros oferentes y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000200,9900200,"A la comisión encargada del proceso, observamos que la marca solicitada parecen ajustarse a características de un solo fabricante. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000201,9900201,"Estimados señores, requerimos una aclaración sobre el formulario de oferta, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se amplíen los rangos técnicos solicitados.",1,1
9000202,9900202,"Solicitamos respetuosamente, solicitamos explicar por qué la ficha técnica se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000203,9900203,"Respecto al proceso de contratación, luego de analizar el presupuesto referencial, identificamos que generan una ventaja indebida para ciertos participantes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual solicitamos que se elimine esta restricción del pliego.",1,1
9000204,9900204,"Por medio de la presente, consideramos que el objeto de contratación parecen diseñadas para restringir la libre concurrencia, ya que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000205,9900205,"Estimados señores, se solicita revisar las condiciones del pliego, pues parecen ajustarse a características de un solo fabricante y podría afectar la transparencia del procedimiento; en consecuencia, pedimos una justificación técnica clara y verificable.",1,1
9000206,9900206,"Estimados miembros de la entidad, observamos que el formulario de oferta parecen estar direccionadas a un proveedor específico. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000207,9900207,"Señores de la comisión técnica, requerimos una aclaración sobre la visita técnica obligatoria, porque no justifican técnicamente la exclusión de alternativas equivalentes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000208,9900208,"Señores de la comisión técnica, solicitamos explicar por qué el plazo de entrega se mantienen con esos parámetros, considerando que parecen diseñadas para restringir la libre concurrencia. Para evitar posibles restricciones a la competencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000209,9900209,"Estimados miembros de la entidad, luego de analizar la ponderación de la oferta, identificamos que no justifican técnicamente la exclusión de alternativas equivalentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000210,9900210,"Solicitamos respetuosamente, consideramos que la garantía solicitada crean condiciones desiguales para los oferentes, puesto que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000211,9900211,"Solicitamos respetuosamente, se solicita revisar las condiciones del pliego, pues crean condiciones desiguales para los oferentes y podría afectar la transparencia del procedimiento; en consecuencia, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000212,9900212,"Estimados miembros de la entidad, observamos que la ponderación de la oferta podrían excluir de forma arbitraria a empresas calificadas. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000213,9900213,"Estimados señores, requerimos una aclaración sobre el objeto de contratación, porque resultan excesivas y favorecen a quienes ya conocen el proceso. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se elimine esta restricción del pliego.",1,1
9000214,9900214,"Con base en las condiciones establecidas, solicitamos explicar por qué el requerimiento de equipos se mantienen con esos parámetros, considerando que no justifican técnicamente la exclusión de alternativas equivalentes. Para evitar posibles restricciones a la competencia, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000215,9900215,"Luego de revisar los documentos del proceso, luego de analizar el requerimiento de equipos, identificamos que podrían excluir de forma arbitraria a empresas calificadas. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000216,9900216,"Luego de revisar los documentos del proceso, consideramos que el cronograma del proceso parecen diseñadas para restringir la libre concurrencia, debido a que no se evidencia una justificación técnica suficiente; por lo tanto, pedimos que se garantice la libre participación de todos los oferentes.",1,1
9000217,9900217,"Solicitamos respetuosamente, se solicita revisar la metodología de evaluación, pues no guardan relación proporcional con el objeto del contrato y podría afectar la transparencia del procedimiento; en consecuencia, pedimos una justificación técnica clara y verificable.",1,1
9000218,9900218,"Estimados señores, observamos que las medidas indicadas resultan excesivas y favorecen a quienes ya conocen el proceso. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000219,9900219,"En relación con el pliego publicado, requerimos una aclaración sobre el plazo de entrega, porque parecen diseñadas para restringir la libre concurrencia. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos se aclare y se corrija este punto.",1,1
9000220,9900220,"Luego de revisar los documentos del proceso, solicitamos explicar por qué la metodología de evaluación se mantienen con esos parámetros, considerando que podrían excluir de forma arbitraria a empresas calificadas. Para evitar posibles restricciones a la competencia, pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000221,9900221,"Señores de la comisión técnica, luego de analizar la ficha técnica, identificamos que podrían beneficiar a empresas previamente determinadas. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se modifique el requisito para evitar restricciones innecesarias.",1,1
9000222,9900222,"Por medio de la presente, consideramos que la ponderación de la oferta no justifican técnicamente la exclusión de alternativas equivalentes, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos que se permita la participación con alternativas equivalentes.",1,1
9000223,9900223,"Respecto al proceso de contratación, se solicita revisar la documentación solicitada, pues podrían excluir de forma arbitraria a empresas calificadas y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se revise la condición porque afecta la pluralidad de ofertas.",1,1
9000224,9900224,"Señores de la comisión técnica, observamos que las medidas indicadas no justifican técnicamente la exclusión de alternativas equivalentes. Esta situación podría impedir la participación de oferentes que cumplen con soluciones técnicamente válidas, por lo que solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000225,9900225,"A la comisión encargada del proceso, requerimos una aclaración sobre el requerimiento de equipos, porque no justifican técnicamente la exclusión de alternativas equivalentes. De mantenerse esta condición, el proceso podría no garantizar igualdad de oportunidades; por ello, solicitamos que se indique el sustento normativo de esta exigencia.",1,1
9000226,9900226,"Con base en las condiciones establecidas, solicitamos explicar por qué los requisitos de experiencia se mantienen con esos parámetros, considerando que generan una ventaja indebida para ciertos participantes. Para evitar posibles restricciones a la competencia, solicitamos que se elimine esta restricción del pliego.",1,1
9000227,9900227,"Señores de la comisión técnica, luego de analizar la ponderación de la oferta, identificamos que limitan injustificadamente la participación de otros oferentes. Esta condición puede interpretarse como una limitación al principio de libre concurrencia, por lo cual pedimos que se revise esta condición antes de continuar con el proceso.",1,1
9000228,9900228,"Por medio de la presente, consideramos que el objeto de contratación podrían beneficiar a empresas previamente determinadas, ya que no se evidencia una justificación técnica suficiente; por lo tanto, solicitamos se aclare y se corrija este punto.",1,1
9000229,9900229,"A la comisión encargada del proceso, se solicita revisar el presupuesto referencial, pues no permiten una competencia transparente entre proveedores y podría afectar la transparencia del procedimiento; en consecuencia, pedimos que se garantice la libre participación de todos los oferentes.",1,1
